county_name,bush_perc,clinton_perc,state,clinton_win
Newport,31.2,44.4,RI,TRUE
Kent,30.6,43.6,RI,TRUE
Washington,30.6,43.5,RI,TRUE
San Francisco,17.8,72.4,CA,TRUE
Alameda,20.62,63.04,CA,TRUE
Marin,23.32,58.27,CA,TRUE
Santa Cruz,21.86,58.06,CA,TRUE
San Mateo,27.15,53.97,CA,TRUE
Yolo,28.15,53.33,CA,TRUE
Sonoma,24.09,52.78,CA,TRUE
Los Angeles,29.04,52.54,CA,TRUE
Contra Costa,29.51,50.93,CA,TRUE
Mendocino,21.78,50.21,CA,TRUE
Santa Clara,28.38,49.21,CA,TRUE
Solano,29.43,48.69,CA,TRUE
Humboldt,30.49,48.07,CA,TRUE
Monterey,31.25,47.01,CA,TRUE
Lake,28.77,45.44,CA,TRUE
Napa,29.3,45.3,CA,TRUE
Imperial,38.55,43.88,CA,TRUE
Sacramento,35.36,43.56,CA,TRUE
Santa Barbara,35.25,42.53,CA,TRUE
Fresno,40.67,42.17,CA,TRUE
San Benito,32.28,42.03,CA,TRUE
San Joaquin,37.84,41.28,CA,TRUE
Stanislaus,36.93,40.95,CA,TRUE
Merced,36.48,40.85,CA,TRUE
Siskiyou,32.21,39.91,CA,TRUE
Del Norte,32.96,38.91,CA,TRUE
Kings,41.61,38.91,CA,FALSE
San Bernardino,37.24,38.74,CA,TRUE
Riverside,37.06,38.64,CA,TRUE
San Luis Obispo,34.78,38.36,CA,TRUE
Butte,37.18,38.22,CA,TRUE
Tuolumne,35.26,38.12,CA,TRUE
Plumas,36.17,37.61,CA,TRUE
San Diego,35.69,37.24,CA,TRUE
Ventura,35.46,36.99,CA,TRUE
Mariposa,35.98,36.48,CA,TRUE
Madera,43.2,35.92,CA,FALSE
Tehama,35.36,35.79,CA,TRUE
Calaveras,35.35,35.25,CA,FALSE
Tulare,45.71,35.22,CA,FALSE
Nevada,39.24,34.92,CA,FALSE
Sierra,36.85,34.83,CA,FALSE
Amador,35.49,34.25,CA,FALSE
Yuba,43.4,34.24,CA,FALSE
Mono,36.05,34.19,CA,FALSE
Alpine,35.18,34.07,CA,FALSE
Kern,45.05,33.75,CA,FALSE
Placer,41.92,33.69,CA,FALSE
Lassen,37.02,32.7,CA,FALSE
Trinity,31.28,32.63,CA,TRUE
El Dorado,39.92,32.38,CA,FALSE
Modoc,38.98,32.19,CA,FALSE
Colusa,45.94,31.91,CA,FALSE
Inyo,43.58,31.84,CA,FALSE
Shasta,41.24,31.61,CA,FALSE
Orange,43.87,31.56,CA,FALSE
Sutter,50.1,30.48,CA,FALSE
Glenn,43.24,30.24,CA,FALSE
Fairfield,42.8,39.1,CT,FALSE
Hartford,32,47.1,CT,TRUE
Litchfield,37,36.1,CT,FALSE
Middlesex,30.4,42.8,CT,TRUE
New Haven,36.7,41.9,CT,TRUE
New London,29.4,42.3,CT,TRUE
Tolland,31.2,41.4,CT,TRUE
Windham,30.8,40.4,CT,TRUE
Barnstable,31.1,42.8,MA,TRUE
Berkshire,21.7,54.4,MA,TRUE
Bristol,24.7,48.4,MA,TRUE
Dukes,23.2,54.4,MA,TRUE
Essex,31.7,43.6,MA,TRUE
Franklin,24.3,48.1,MA,TRUE
Hampden,29,45.7,MA,TRUE
Hampshire,22.4,54.1,MA,TRUE
Middlesex,28.1,49.9,MA,TRUE
Nantucket,27.5,48.3,MA,TRUE
Norfolk,31.8,46.4,MA,TRUE
Plymouth,33.5,38.1,MA,TRUE
Suffolk,23.4,60.6,MA,TRUE
Worcester,32.3,43.7,MA,TRUE
Kent,38.7,38.2,DE,FALSE
New Castle,33.7,46.5,DE,TRUE
Sussex,38.9,36.5,DE,FALSE
Adams,42.84,37.2,IL,FALSE
Alexander,29.83,58.83,IL,TRUE
Bond,35.97,45.42,IL,TRUE
Boone,41.01,37.53,IL,FALSE
Brown,38.27,42.62,IL,TRUE
Bureau,38.18,42.17,IL,TRUE
Calhoun,26.58,54.19,IL,TRUE
Carroll,42.94,37.17,IL,FALSE
Cass,33.53,49.64,IL,TRUE
Champaign,35.61,46,IL,TRUE
Christian,28.92,51.4,IL,TRUE
Clark,39.79,41.83,IL,TRUE
Clay,37.15,44.53,IL,TRUE
Clinton,36.47,42.26,IL,TRUE
Coles,36.31,42.16,IL,TRUE
Cook,28.2,58.21,IL,TRUE
Crawford,37.29,40.99,IL,TRUE
Cumberland,35.76,40.58,IL,TRUE
DeKalb,36.97,40.15,IL,TRUE
DeWitt,40.78,38.78,IL,FALSE
Douglas,39.98,40.37,IL,TRUE
DuPage,48.05,30.88,IL,FALSE
Edgar,38.77,41.06,IL,TRUE
Edwards,45.07,36.57,IL,FALSE
Effingham,42.25,34.85,IL,FALSE
Fayette,34.67,47.77,IL,TRUE
Ford,47,33.56,IL,FALSE
Franklin,25.62,59.33,IL,TRUE
Fulton,28.6,54.94,IL,TRUE
Gallatin,25.1,60.12,IL,TRUE
Greene,34,44.99,IL,TRUE
Grundy,39.02,37.64,IL,FALSE
Hamilton,30.58,51.91,IL,TRUE
Hancock,36.89,41.84,IL,TRUE
Hardin,31.04,52.47,IL,TRUE
Henderson,32.36,49.73,IL,TRUE
Henry,36.88,45.45,IL,TRUE
Iroquois,47.82,30.56,IL,FALSE
Jackson,28.24,54.73,IL,TRUE
Jasper,36.42,41.68,IL,TRUE
Jefferson,31.24,49.24,IL,TRUE
Jersey,29.06,47.05,IL,TRUE
Jo Daviess,40.64,38.68,IL,FALSE
Johnson,39.4,42.65,IL,TRUE
Kane,43.52,34.84,IL,FALSE
Kankakee,38.46,43,IL,TRUE
Kendall,46.29,29.46,IL,FALSE
Knox,32.93,49.51,IL,TRUE
Lake,44.2,36.47,IL,FALSE
LaSalle,32.2,46.62,IL,TRUE
Lawrence,35.8,43.67,IL,TRUE
Lee,43.15,35.87,IL,FALSE
Livingston,46.81,35.13,IL,FALSE
Logan,46.26,36.41,IL,FALSE
Macon,33.62,49.39,IL,TRUE
Macoupin,27.55,50.93,IL,TRUE
Madison,28.19,51.26,IL,TRUE
Marion,30.52,51.2,IL,TRUE
Marshall,38.35,43.4,IL,TRUE
Mason,32.11,51.53,IL,TRUE
Massac,39.03,47.43,IL,TRUE
McDonough,38.05,41.76,IL,TRUE
McHenry,46.84,28.07,IL,FALSE
McLean,43.39,38.95,IL,FALSE
Menard,44.99,35.94,IL,FALSE
Mercer,34.93,46.72,IL,TRUE
Monroe,38.33,39.02,IL,TRUE
Montgomery,29.7,50.04,IL,TRUE
Morgan,40.29,38.97,IL,FALSE
Moultrie,31.94,47.27,IL,TRUE
Ogle,44.8,32.38,IL,FALSE
Peoria,37.77,46.85,IL,TRUE
Perry,28.01,54.2,IL,TRUE
Piatt,36.42,41.67,IL,TRUE
Pike,36.98,44.44,IL,TRUE
Pope,39.44,44.09,IL,TRUE
Pulaski,32.94,55.99,IL,TRUE
Putnam,29.29,47.58,IL,TRUE
Randolph,29.57,51.49,IL,TRUE
Richland,37.87,40.76,IL,TRUE
Rock Island,32.22,51.93,IL,TRUE
Saline,27.67,54.76,IL,TRUE
Sangamon,40.93,41.35,IL,TRUE
Schuyler,37.85,41.3,IL,TRUE
Scott,40.68,37.98,IL,FALSE
Shelby,32.49,45.65,IL,TRUE
St. Clair,29.71,53.58,IL,TRUE
Stark,41.3,39.87,IL,FALSE
Stephenson,41.58,36.47,IL,FALSE
Tazewell,39.12,44.05,IL,TRUE
Union,33.06,51.54,IL,TRUE
Vermilion,30.43,47.8,IL,TRUE
Wabash,39.82,39.04,IL,FALSE
Warren,39.37,43.35,IL,TRUE
Washington,39.75,39.52,IL,FALSE
Wayne,42.93,37.56,IL,FALSE
White,34.7,48.89,IL,TRUE
Whiteside,37.37,45.41,IL,TRUE
Will,38.35,39.2,IL,TRUE
Williamson,32.9,49.93,IL,TRUE
Winnebago,37.63,43.04,IL,TRUE
Woodford,49.26,33.67,IL,FALSE
Beaverhead,41.97,26.39,MT,FALSE
Big Horn,31.34,49.02,MT,TRUE
Blaine,31.88,44.48,MT,TRUE
Broadwater,45.06,26.66,MT,FALSE
Carbon,33.81,33.53,MT,FALSE
Carter,56.86,17.62,MT,FALSE
Cascade,34.16,40.24,MT,TRUE
Chouteau,42.65,29.64,MT,FALSE
Custer,37.52,35.07,MT,FALSE
Daniels,36.39,33.53,MT,FALSE
Dawson,34.62,36.8,MT,TRUE
Deer Lodge,15.79,60.24,MT,TRUE
Fallon,45.46,27.74,MT,FALSE
Fergus,42.16,24.88,MT,FALSE
Flathead,37.24,31.02,MT,FALSE
Gallatin,38.6,33.13,MT,FALSE
Garfield,49.21,15.26,MT,FALSE
Glacier,28.27,48.02,MT,TRUE
Golden Valley,38.71,28.63,MT,FALSE
Granite,42.06,27.08,MT,FALSE
Hill,29.79,44.77,MT,TRUE
Jefferson,36.47,33.49,MT,FALSE
Judith Basin,42.16,28.27,MT,FALSE
Lake,34.08,37.32,MT,TRUE
Lewis and Clark,35.72,42.47,MT,TRUE
Liberty,42.28,26.51,MT,FALSE
Lincoln,33.41,33,MT,FALSE
Madison,42.89,23.61,MT,FALSE
McCone,39,31.31,MT,FALSE
Meagher,42.12,25.95,MT,FALSE
Mineral,24.65,40.61,MT,TRUE
Missoula,29.79,46.99,MT,TRUE
Musselshell,39.32,29.08,MT,FALSE
Park,38.04,30.18,MT,FALSE
Petroleum,45.61,20.61,MT,FALSE
Phillips,39.09,24.15,MT,FALSE
Pondera,39.56,33.05,MT,FALSE
Powder River,47.32,22.32,MT,FALSE
Powell,36.01,33.66,MT,FALSE
Prairie,48.13,30.37,MT,FALSE
Ravalli,35.9,30.92,MT,FALSE
Richland,37.07,30.33,MT,FALSE
Roosevelt,28.91,43.57,MT,TRUE
Rosebud,28.84,42.6,MT,TRUE
Sanders,30.2,37.48,MT,TRUE
Sheridan,29.85,40.44,MT,TRUE
Silver Bow,19.24,54.89,MT,TRUE
Stillwater,38.19,32.36,MT,FALSE
Sweet Grass,48.86,21.93,MT,FALSE
Teton,40.06,30.63,MT,FALSE
Toole,34.71,31.43,MT,FALSE
Treasure,37.66,28.7,MT,FALSE
Valley,32.77,37.54,MT,TRUE
Wheatland,41.57,33.39,MT,FALSE
Wibaux,38.55,32.13,MT,FALSE
Mitchell,62.79,24.62,NA,FALSE
Avery,57.39,25.86,NA,FALSE
Yadkin,56.34,30.15,NA,FALSE
Gaston,56.51,31.12,NA,FALSE
Davie,54.86,29.67,NA,FALSE
Randolph,53.2,28.98,NA,FALSE
Wilkes,52.57,33.48,NA,FALSE
Henderson,51.43,32.5,NA,FALSE
Cabarrus,51.75,32.86,NA,FALSE
Catawba,51.54,33.06,NA,FALSE
Union,51.71,33.72,NA,FALSE
Davidson,50.01,33.11,NA,FALSE
Rowan,49.84,33.48,NA,FALSE
Iredell,49.8,34.03,NA,FALSE
Onslow,48.7,33.08,NA,FALSE
Stanly,50.91,35.7,NA,FALSE
Wayne,52.29,37.44,NA,FALSE
Alexander,49.64,35.59,NA,FALSE
Caldwell,49.04,35.32,NA,FALSE
Johnston,48.67,35.62,NA,FALSE
Lincoln,49.29,36.46,NA,FALSE
Nash,48.34,36.17,NA,FALSE
Alamance,48.33,36.35,NA,FALSE
Carteret,47.36,36.79,NA,FALSE
Moore,46.81,36.29,NA,FALSE
Graham,49.51,40.02,NA,FALSE
Rutherford,47.95,38.64,NA,FALSE
Stokes,47.9,38.8,NA,FALSE
New Hanover,46.67,38.91,NA,FALSE
Clay,47.73,40.4,NA,FALSE
Polk,45.77,39.02,NA,FALSE
Transylvania,45.55,38.97,NA,FALSE
Surry,46.33,40.05,NA,FALSE
Craven,45.77,39.54,NA,FALSE
Harnett,46.58,40.48,NA,FALSE
McDowell,45.81,39.93,NA,FALSE
Beaufort,45.91,40.33,NA,FALSE
Lee,45.42,39.92,NA,FALSE
Ashe,46.97,41.77,NA,FALSE
Currituck,41.31,36.53,NA,FALSE
Dare,40.73,36.7,NA,FALSE
Cherokee,45.91,42.09,NA,FALSE
Forsyth,45.4,42.15,NA,FALSE
Burke,44.48,41.71,NA,FALSE
Cleveland,44.72,42.71,NA,FALSE
Macon,42.53,41,NA,FALSE
Person,43.6,42.26,NA,FALSE
Mecklenburg,43.57,42.5,NA,FALSE
Lenoir,45.02,44.32,NA,FALSE
Wilson,44.36,44.06,NA,FALSE
Wake,41.84,42.89,NA,TRUE
Watauga,41.09,42.98,NA,TRUE
Buncombe,40.92,43.65,NA,TRUE
Yancey,43.38,46.54,NA,TRUE
Pitt,41.63,45.02,NA,TRUE
Sampson,43.12,46.84,NA,TRUE
Rockingham,40.54,44.39,NA,TRUE
Guilford,41.08,45.3,NA,TRUE
Camden,38.84,43.1,NA,TRUE
Cumberland,42.1,46.98,NA,TRUE
Pamlico,38.77,44.8,NA,TRUE
Pender,39.07,46.86,NA,TRUE
Brunswick,38.4,46.86,NA,TRUE
Alleghany,39.18,48.01,NA,TRUE
Montgomery,38.67,48.27,NA,TRUE
Perquimans,36.85,46.88,NA,TRUE
Greene,38.03,48.29,NA,TRUE
Chowan,36.86,47.4,NA,TRUE
Madison,39.07,49.82,NA,TRUE
Duplin,38.45,49.58,NA,TRUE
Swain,37.36,49.59,NA,TRUE
Jackson,36.99,49.78,NA,TRUE
Pasquotank,35.69,49.15,NA,TRUE
Granville,37.42,50.94,NA,TRUE
Jones,37.39,51.01,NA,TRUE
Martin,36.9,50.76,NA,TRUE
Franklin,35.2,49.13,NA,TRUE
Vance,37.09,51.55,NA,TRUE
Haywood,34.71,49.43,NA,TRUE
Chatham,35.36,51.25,NA,TRUE
Hyde,32.34,52.71,NA,TRUE
Washington,33.89,55.24,NA,TRUE
Tyrrell,33.03,55.44,NA,TRUE
Caswell,33.4,56.5,NA,TRUE
Scotland,31.84,55.29,NA,TRUE
Halifax,32.4,55.94,NA,TRUE
Durham,33.36,57.24,NA,TRUE
Bladen,31.58,56.01,NA,TRUE
Edgecombe,31.92,56.84,NA,TRUE
Gates,30.2,57.54,NA,TRUE
Richmond,28.01,58.91,NA,TRUE
Hertford,28.78,60.08,NA,TRUE
Columbus,28.88,60.63,NA,TRUE
Hoke,27,58.86,NA,TRUE
Orange,27.5,60.45,NA,TRUE
Anson,27.33,61.71,NA,TRUE
Robeson,25.52,63.59,NA,TRUE
Bertie,26.04,64.99,NA,TRUE
Warren,24.8,65.35,NA,TRUE
Northampton,23.16,65.21,NA,TRUE
